1, And the winner by KO... YONG PHILLIPS, 1-0-0, 0-1-0
11889, It's a Draw!!, 2-3-3, 1-2-1
11890, And the winner by KO... BURTON EAGAR, 3-1-3, 2-8-0
11891, And the winner by KO... BLAIR DUNN, 0-2-2, 4-1-2
11892, And the winner by KO... DEVON HERRERA, 2-5-1, 3-3-1
11893, And the winner by KO... FELTON GILBERT, 1-2-2, 2-4-2
11894, And the winner by KO... TOM WRIGHT, 4-1-2, 2-4-0
11895, It's a Draw!!, 2-3-1, 0-0-5
11896, And the winner by KO... PETE SANCHEZ, 3-1-3, 0-4-2
11897, And the winner by KO... ABRAHAM BRADLEY, 2-1-0, 4-4-3
11898, It's a Draw!!, 2-1-2, 2-2-3
11899, It's a Draw!!, 3-1-2, 1-1-2
11900, And the winner by KO... GENE DOUGLAS, 2-1-0, 1-0-0
11901, And the winner by KO... DEREK TURNER, 3-1-1, 2-5-1
11902, And the winner by KO... CARTER PHILLIPS, 4-4-1, 1-1-0
11903, And the winner by KO... HARRISON JOHNSON, 1-2-4, 0-1-0
11904, And the winner by KO... CARLTON RICE, 5-4-0, 1-2-4
11905, And the winner by KO... CHRISTOPHER MILLS, 2-3-0, 2-2-3
11906, And the winner by KO... BRYANT BURTON, 3-1-0, 1-2-3
11907, And the winner by KO... BURTON GUTIERREZ, 2-3-2, 3-6-0
11908, And the winner by KO... MERVIN ROGERS, 1-3-5, 5-1-0
11909, And the winner by KO... EMERSON TAYLOR, 4-2-1, 3-4-1
11910, And the winner by KO... ELVIS MORRIS, 1-4-1, 2-4-2
11911, And the winner by KO... SANFORD HUDSON, 2-6-0, 5-1-1
11912, It's a Draw!!, 1-4-3, 3-2-2
11913, It's a Draw!!, 2-0-2, 1-3-3
11914, And the winner by KO... WENDELL PORTER, 3-2-0, 3-3-3
11915, And the winner by KO... HOLLIS REYES, 4-1-1, 6-4-1
11916, And the winner by KO... EMMANUEL MARSHALL, 2-1-0, 2-5-0
11917, It's a Draw!!, 2-0-2, 0-0-2
11918, And the winner by KO... BOYD MOORE, 3-1-2, 2-4-0
11919, And the winner by KO... DAVE STANLEY, 3-2-0, 4-0-1
11920, And the winner by KO... HANS RAMIREZ, 3-2-1, 2-2-2
11921, And the winner by KO... OSWALDO WHITE, 3-2-0, 2-4-0
11922, And the winner by KO... ERIK DELPINO, 4-2-3, 3-2-3
11923, And the winner by KO... WADE MASON, 2-1-0, 2-3-1
11924, It's a Draw!!, 2-1-3, 0-0-1
11925, It's a Draw!!, 1-4-3, 0-4-1
11926, And the winner by KO... TREVOR FILICE, 2-2-2, 3-4-0
11927, And the winner by KO... PORFIRIO DOUGLAS, 3-5-3, 1-4-2
11928, And the winner by KO... RAMIRO DEVEAUX, 5-4-1, 1-4-0
11929, And the winner by KO... SCOTT VARGAS, 1-3-2, 3-3-0
11930, And the winner by KO... LONNY HAMILTON, 3-4-0, 3-1-0
11931, And the winner by KO... NORMAND DAVIDSON, 2-3-1, 3-3-2
11932, And the winner by KO... ROGELIO RAMIREZ, 2-3-1, 1-6-1
11933, It's a Draw!!, 2-1-2, 3-1-5
11934, It's a Draw!!, 1-2-4, 6-8-2
11935, And the winner by KO... FREDDIE OLSON, 4-0-1, 2-3-3
11936, And the winner by KO... EDWARD MORRISON, 1-3-3, 3-1-0
11937, And the winner by KO... DALTON CRAWFORD, 3-4-1, 4-3-3
11938, It's a Draw!!, 5-3-2, 1-4-1
11939, And the winner by KO... ISAAC TAYLOR, 2-4-0, 2-2-0
11940, It's a Draw!!, 1-2-2, 3-2-2
11941, And the winner by KO... CLEVELAND PALMER, 5-2-3, 1-4-1
11942, And the winner by KO... JIM WARREN, 1-3-4, 3-1-1
11943, And the winner by KO... RENALDO MILLER, 2-1-2, 3-5-2
11944, And the winner by KO... TERRENCE GRAHAM, 3-3-2, 2-4-2
11945, And the winner by KO... HECTOR MORGAN, 0-3-0, 4-0-1
11946, And the winner by KO... WHITNEY BANKS, 3-4-1, 4-4-2
11947, And the winner by KO... TYLER MEYER, 1-1-1, 3-2-1
11948, And the winner by KO... QUINCY OLIVER, 4-5-1, 3-1-3
11949, And the winner by KO... MATHEW GOMEZ, 2-3-2, 1-3-1
11950, And the winner by KO... ANTONIA MAY, 1-4-1, 2-1-0
11951, And the winner by KO... CARMELO MASON, 1-1-2, 5-2-2
11952, And the winner by KO... DARNELL WILLIAMS, 2-3-1, 2-2-1
11953, And the winner by KO... WARD EAKLE, 4-2-2, 3-4-1
11954, It's a Draw!!, 2-2-1, 3-5-2
11955, It's a Draw!!, 1-3-3, 0-4-2
11956, And the winner by KO... DON DUDEN, 2-3-1, 2-3-1
11957, It's a Draw!!, 3-2-2, 3-2-3
11958, And the winner by KO... STEWART DELPINO, 4-2-0, 4-2-1
11959, And the winner by KO... MOSE ALEXANDER, 5-5-0, 5-1-0
11960, It's a Draw!!, 2-2-3, 2-5-1
11961, And the winner by KO... CARMEN ARNOLD, 2-5-0, 2-2-1
11962, And the winner by KO... HIRAM KNIGHT, 4-5-2, 4-5-1
11963, And the winner by KO... TIMMY ALVAREZ, 4-3-1, 3-6-2
11964, It's a Draw!!, 2-1-3, 2-1-3
11965, And the winner by KO... DESHAWN PALMER, 2-2-2, 3-1-3
11966, And the winner by KO... FELTON DAVIS, 4-1-5, 3-2-1
11967, And the winner by KO... CARLO SCOTT, 1-4-0, 3-2-3
11968, And the winner by KO... HARVEY SANCHEZ, 2-4-3, 1-1-0
11969, And the winner by KO... TRISTAN HANSON, 4-4-0, 2-1-0
11970, And the winner by KO... RANDAL LONG, 3-0-2, 2-2-0
11971, And the winner by KO... GRAHAM SILVA, 2-5-0, 2-3-1
11972, And the winner by KO... RILEY VASQUEZ, 2-1-0, 9-2-1
11973, It's a Draw!!, 2-0-1, 0-2-2
11974, And the winner by KO... COLUMBUS PERKINS, 3-3-1, 1-4-1
11975, And the winner by KO... JOHNNIE FIELDS, 4-2-1, 1-2-2
11976, It's a Draw!!, 1-1-1, 2-1-4
11977, And the winner by KO... TYLER ELLIOTT, 2-1-2, 1-8-0
11978, It's a Draw!!, 3-3-2, 2-2-4
11979, It's a Draw!!, 0-0-1, 1-3-2
11980, And the winner by KO... ALEC WATKINS, 1-5-2, 3-0-2
11981, It's a Draw!!, 3-3-2, 2-0-2
11982, And the winner by KO... ROB ALVAREZ, 0-5-1, 2-4-1
11983, And the winner by KO... FREDRIC MURPHY, 6-0-1, 2-4-2
11984, And the winner by KO... CARMELO MASON, 0-4-1, 6-2-2
11985, And the winner by KO... RON GARCIA, 4-2-3, 1-3-1
11986, It's a Draw!!, 3-2-3, 6-1-2
11987, And the winner by KO... GERARD ROMERO, 2-2-0, 0-1-0
11988, And the winner by KO... MERVIN ENRIQUES, 1-7-1, 2-2-0
11989, And the winner by KO... WARREN PIERCE, 4-1-0, 0-3-1
11990, And the winner by KO... JOHNATHON REYNOLDS, 4-3-2, 2-5-0
11991, And the winner by KO... DANTE RODRIGUEZ, 2-0-2, 0-2-1
11992, And the winner by KO... FRANKLIN HICKS, 0-4-1, 3-3-1
11993, And the winner by KO... JUAN FELBERBAUM, 3-2-2, 3-3-1
11994, It's a Draw!!, 1-0-1, 2-6-2
11995, It's a Draw!!, 0-1-2, 3-5-3
11996, And the winner by KO... VAN DEVALLE, 3-3-0, 2-1-1
11997, And the winner by KO... LUCIANO BENNETT, 3-2-0, 3-1-3
11998, And the winner by KO... JAME FINTON, 4-4-3, 3-3-2
11999, And the winner by KO... RUDOLPH DEVALLE, 4-1-0, 2-4-0
12000, And the winner by KO... RUBIN FOWLER, 2-1-0, 2-3-0
12001, And the winner by KO... ISAIAS RICHARDSON, 2-3-4, 3-2-0
12002, And the winner by KO... LUCIO FELBERBAUM, 5-0-1, 2-2-0
12003, And the winner by KO... ANTIONE CRAWFORD, 0-1-0, 4-2-0
12004, And the winner by KO... OTHA PERRY, 1-4-3, 4-2-0
12005, And the winner by KO... WALTER FISHER, 2-4-0, 4-4-1
12006, And the winner by KO... TERRENCE PATTERSON, 2-4-0, 1-4-2
12007, And the winner by KO... OTTO CAMPBELL, 2-4-1, 3-5-0
12008, And the winner by KO... TERRENCE PATTERSON, 3-4-0, 0-2-0
12009, And the winner by KO... HECTOR LANE, 1-3-3, 4-3-2
12010, And the winner by KO... WAYLON HARVEY, 3-6-0, 5-5-3
12011, It's a Draw!!, 2-5-1, 5-3-2
12012, And the winner by KO... LUCIUS MILLS, 4-4-2, 3-5-1
12013, And the winner by KO... MARK ADAMS, 1-3-0, 4-2-3
12014, And the winner by KO... DARREN OWENS, 1-3-1, 1-1-0
12015, And the winner by KO... WALDO DIXON, 4-2-0, 5-0-2
12016, And the winner by KO... MARCO SILVA, 3-3-1, 4-2-1
12017, It's a Draw!!, 3-1-4, 5-2-1
12018, And the winner by KO... CEDRICK DAVIDSON, 2-3-2, 2-1-1
12019, And the winner by KO... RUBIN MATTHEWS, 3-5-0, 3-1-1
12020, And the winner by KO... DEVON HERRERA, 1-4-0, 4-3-1
12021, It's a Draw!!, 5-3-3, 2-2-1
12022, And the winner by KO... CARTER PHILLIPS, 2-1-0, 1-4-3
12023, And the winner by KO... COLEMAN LOPEZ, 4-0-0, 2-5-1
12024, And the winner by KO... JUNIOR ARMSTRONG, 3-2-0, 2-4-0
12025, And the winner by KO... ERIK GONZALEZ, 6-2-2, 7-2-2
12026, And the winner by KO... DOUGLASS BRADLEY, 0-6-1, 3-5-0
12027, It's a Draw!!, 2-1-1, 2-2-1
12028, And the winner by KO... JEFF DIAZ, 5-3-0, 3-3-2
12029, It's a Draw!!, 3-5-1, 1-2-2
12030, It's a Draw!!, 1-2-2, 2-8-1
12031, It's a Draw!!, 2-2-3, 2-2-5
12032, And the winner by KO... GARRY HOLMES, 2-0-1, 4-4-0
12033, And the winner by KO... DANILO MEYER, 0-1-2, 6-3-2
12034, And the winner by KO... RUBEN HUNTER, 3-3-0, 5-3-1
12035, And the winner by KO... RENALDO MILLER, 3-1-2, 2-2-0
12036, And the winner by KO... FELTON GILBERT, 3-7-2, 3-4-2
12037, And the winner by KO... LOWELL BAKER, 3-5-2, 5-2-0
12038, And the winner by KO... SONNY MILLS, 3-5-1, 2-1-3
12039, And the winner by KO... DEVON HERRERA, 0-7-1, 5-3-1
12040, And the winner by KO... EARNEST DOMKE, 2-2-4, 4-6-0
12041, It's a Draw!!, 3-2-4, 3-4-2
12042, And the winner by KO... SAL SIMPSON, 3-3-1, 0-7-1
12043, And the winner by KO... DION MORRISON, 5-4-3, 3-6-1
12044, And the winner by KO... WALDO DIXON, 1-3-2, 6-0-2
12045, And the winner by KO... WENDELL MYERS, 4-5-2, 3-6-1
12046, And the winner by KO... EUSEBIO KENNEDY, 4-5-0, 4-4-1
12047, And the winner by KO... ISREAL STEPHENS, 3-2-1, 1-2-3
12048, And the winner by KO... WALKER GRIFFIN, 5-3-0, 3-3-2
12049, And the winner by KO... ISAIAS BERRY, 2-2-2, 2-1-0
12050, And the winner by KO... SALVATORE FAIRES, 2-2-3, 0-2-1
12051, And the winner by KO... ISAIAS BERRY, 3-1-0, 7-4-1
12052, And the winner by KO... BRITT WADE, 5-1-2, 3-3-1
12053, And the winner by KO... MATT KIM, 3-4-1, 6-4-1
12054, And the winner by KO... JOHNATHON REYNOLDS, 5-3-2, 0-3-1
12055, And the winner by KO... NICOLAS GILBERT, 2-4-0, 2-1-3
12056, And the winner by KO... CHASE PERKINS, 1-5-1, 2-2-0
12057, And the winner by KO... JUDE BAKER, 2-2-1, 1-3-0
12058, It's a Draw!!, 0-1-2, 1-2-3
12059, And the winner by KO... CHRISTIAN DAVIDSON, 5-5-3, 1-2-3
12060, And the winner by KO... LINO MOORE, 6-1-1, 4-1-0
12061, And the winner by KO... CHAUNCEY ESSMAN, 0-4-2, 1-2-1
12062, And the winner by KO... JAMISON ROSS, 2-0-0, 0-2-1
12063, It's a Draw!!, 1-3-1, 2-1-2
12064, It's a Draw!!, 2-1-1, 0-1-1
12065, It's a Draw!!, 4-6-1, 3-3-3
12066, And the winner by KO... GREG CUNNINGHAM, 1-7-2, 3-2-1
12067, And the winner by KO... ALI DRESEL, 3-0-1, 4-3-3
12068, And the winner by KO... HERBERT CUNNINGHAM, 3-2-2, 2-2-2
12069, And the winner by KO... RENATO LEE, 1-2-1, 3-3-1
12070, It's a Draw!!, 1-4-1, 2-3-1
12071, And the winner by KO... DANNY NICHOLS, 2-2-1, 0-2-1
12072, And the winner by KO... ALI DRESEL, 4-0-1, 3-1-2
12073, And the winner by KO... CLINTON DONATHAN, 1-2-2, 3-0-3
12074, And the winner by KO... CLEVELAND SCHMIDT, 1-2-4, 5-3-0
12075, It's a Draw!!, 2-2-3, 1-1-3
12076, And the winner by KO... DAMIEN FRANKLIN, 3-3-0, 2-2-0
12077, It's a Draw!!, 1-4-2, 4-4-1
12078, It's a Draw!!, 3-2-1, 5-1-2
12079, And the winner by KO... BART DIMMITT, 0-5-3, 1-2-1
12080, And the winner by KO... JULES LEE, 4-0-0, 0-5-3
12081, It's a Draw!!, 3-3-2, 1-1-3
12082, And the winner by KO... ALEX HUGHES, 4-3-1, 2-4-1
12083, It's a Draw!!, 2-0-1, 1-1-5
12084, And the winner by KO... MERLIN MARSHALL, 2-3-1, 2-2-3
12085, It's a Draw!!, 2-5-2, 1-3-2
12086, And the winner by KO... HARRIS HAYES, 1-5-2, 3-6-3
12087, And the winner by KO... ELVIN WHITE, 3-1-1, 3-2-2
12088, It's a Draw!!, 1-7-3, 3-3-3
12089, And the winner by KO... COY HARRIS, 1-5-2, 3-3-2
12090, And the winner by KO... RICKIE HOFFMAN, 1-1-2, 3-1-0
12091, It's a Draw!!, 5-3-5, 2-2-1
12092, And the winner by KO... TORY VASQUEZ, 3-0-2, 1-3-0
12093, And the winner by KO... EDMOND BYRD, 5-1-1, 1-2-1
12094, It's a Draw!!, 3-1-1, 2-2-5
12095, And the winner by KO... RILEY VASQUEZ, 10-2-1, 2-4-1
12096, And the winner by KO... YONG TERRY, 4-7-1, 1-3-2
12097, It's a Draw!!, 5-1-2, 0-2-2
12098, It's a Draw!!, 2-3-1, 3-0-1
12099, And the winner by KO... CARMINE DELPINO, 1-4-2, 6-2-0
12100, And the winner by KO... HERBERT CUNNINGHAM, 3-3-0, 4-2-2
12101, It's a Draw!!, 3-2-2, 3-4-5
12102, And the winner by KO... DARRYL DUNWOODY, 0-2-2, 4-2-4
12103, And the winner by KO... GENARO HENRY, 2-6-0, 4-5-0
12104, And the winner by KO... EARNEST BOWMAN, 3-2-3, 5-3-2
12105, And the winner by KO... PIERRE JACKSON, 2-3-1, 2-1-0
12106, And the winner by KO... STAN DINGEE, 5-2-2, 4-2-1
12107, And the winner by KO... PAT FLORES, 3-2-2, 7-4-1
12108, And the winner by KO... LAVERNE PEREZ, 2-1-2, 5-4-0
12109, And the winner by KO... DWIGHT MEDINA, 4-2-3, 4-3-3
12110, And the winner by KO... ARON JACOBS, 3-2-3, 1-5-0
12111, And the winner by KO... THADDEUS HALL, 1-3-0, 6-3-2
12112, And the winner by KO... RAMIRO HUNT, 2-0-2, 1-3-2
12113, It's a Draw!!, 2-1-1, 6-1-3
12114, It's a Draw!!, 3-1-4, 2-1-4
12115, And the winner by KO... BRANDON HERNANDEZ, 5-2-2, 2-1-1
12116, And the winner by KO... RANDALL MURRAY, 2-2-0, 3-3-2
12117, And the winner by KO... HARVEY PHILLIPS, 2-4-3, 6-0-1
12118, It's a Draw!!, 2-0-1, 0-1-3
12119, And the winner by KO... ZANE BYRD, 2-2-0, 5-5-1
12120, And the winner by KO... ALPHONSO GRIFFIN, 5-2-0, 1-7-0
12121, It's a Draw!!, 4-5-2, 2-1-2
12122, It's a Draw!!, 1-3-2, 2-1-5
12123, And the winner by KO... VINCENZO GUTIERREZ, 1-4-0, 4-0-1
12124, And the winner by KO... ELLSWORTH BROWN, 3-3-0, 5-2-1
12125, And the winner by KO... RODRICK DENA, 4-3-0, 4-5-1
12126, It's a Draw!!, 5-2-2, 4-2-2
12127, And the winner by KO... CLEMENT BURKE, 2-1-2, 3-3-1
12128, And the winner by KO... ARON GRANT, 3-4-0, 1-1-2
12129, And the winner by KO... WALKER KIM, 6-5-1, 2-1-2
12130, And the winner by KO... JACK VARGAS, 7-3-2, 3-5-0
12131, And the winner by KO... RUDOLF SCOTT, 6-0-2, 3-4-1
12132, And the winner by KO... DEMARCUS ALEXANDER, 1-1-2, 4-6-1
12133, And the winner by KO... ISSAC JORDAN, 3-3-0, 1-2-1
12134, And the winner by KO... JASPER BARNES, 1-0-1, 2-1-0
12135, It's a Draw!!, 3-2-3, 0-2-1
12136, It's a Draw!!, 3-0-2, 2-8-2
12137, And the winner by KO... FELTON DAVIS, 0-2-3, 4-6-1
12138, And the winner by KO... OTHA GORDON, 3-1-0, 4-4-1
12139, And the winner by KO... AMOS HARRISON, 7-3-1, 2-1-0
12140, And the winner by KO... BRANDON EKKER, 2-8-2, 2-1-1
12141, And the winner by KO... MANUEL HENRY, 4-6-0, 6-3-1
12142, And the winner by KO... EMERSON TAYLOR, 1-3-2, 4-4-1
12143, And the winner by KO... DERICK CARROLL, 2-2-2, 1-2-2
12144, And the winner by KO... DARRICK WRIGHT, 4-5-1, 3-3-1
12145, And the winner by KO... BOOKER FAIRES, 5-4-2, 2-1-3
12146, And the winner by KO... ALI DRESEL, 2-0-1, 2-2-2
12147, And the winner by KO... DOMINIQUE WELLS, 1-4-0, 6-3-3
12148, It's a Draw!!, 1-1-2, 1-3-1
12149, And the winner by KO... CHRISTOPHER DELPINO, 4-1-1, 3-4-1
12150, And the winner by KO... ELVIN KELLY, 4-6-1, 1-1-3
12151, It's a Draw!!, 3-3-2, 1-3-2
12152, And the winner by KO... VIRGILIO BRADLEY, 6-3-2, 6-6-1
12153, And the winner by KO... OTTO CARROLL, 6-9-2, 3-2-1
12154, And the winner by KO... ELBERT WILSON, 2-3-1, 4-2-0
12155, It's a Draw!!, 2-3-2, 1-2-2
12156, And the winner by KO... WILLARD EDWARDS, 2-1-2, 2-2-2
12157, And the winner by KO... WILL DERBYSHIRE, 2-2-3, 1-5-0
12158, And the winner by KO... ROGELIO RAMIREZ, 1-6-0, 2-6-1
12159, And the winner by KO... WOODROW RAMOS, 3-2-2, 4-3-1
12160, It's a Draw!!, 1-6-3, 0-1-2
12161, And the winner by KO... KELVIN DELUCCA, 4-6-2, 6-1-1
12162, And the winner by KO... MARCO SILVA, 5-2-1, 0-1-2
12163, And the winner by KO... LINDSEY SOTO, 4-3-3, 1-7-3
12164, It's a Draw!!, 3-3-2, 2-1-5
12165, And the winner by KO... DONALD EGGLETON, 2-2-3, 3-3-0
12166, And the winner by KO... SCOTT JOHNSON, 2-2-0, 2-3-2
12167, And the winner by KO... PERCY RICHARDSON, 4-1-0, 2-1-1
12168, And the winner by KO... EUGENIO LAWRENCE, 0-1-5, 6-3-1
12169, It's a Draw!!, 2-2-2, 6-3-3
12170, And the winner by KO... DOUGLASS BRADLEY, 4-5-1, 2-3-0
12171, And the winner by KO... RANDALL NELSON, 8-1-0, 1-2-3
12172, And the winner by KO... ALPHONSE MORENO, 2-1-0, 3-4-0
12173, It's a Draw!!, 4-1-1, 1-0-2
12174, And the winner by KO... COLBY DILULLO, 3-2-1, 0-2-0
12175, And the winner by KO... CHRISTIAN DAVIDSON, 1-2-0, 2-2-3
12176, And the winner by KO... MARTY ENZ, 0-4-0, 4-2-1
12177, And the winner by KO... ELVIS STANLEY, 2-1-3, 0-6-1
12178, And the winner by KO... SONNY MILLS, 4-5-1, 6-3-2
12179, And the winner by KO... CHUCK STEWART, 2-2-1, 4-4-2
12180, And the winner by KO... SPENCER CARROLL, 3-4-1, 3-5-3
12181, And the winner by KO... SONNY FILICE, 0-2-0, 2-1-1
12182, And the winner by KO... ALEXANDER RICHARDSON, 2-2-1, 4-5-0
12183, And the winner by KO... VON FINTON, 4-0-1, 3-2-0
12184, And the winner by KO... THOMAS JAMES, 2-6-0, 3-2-1
12185, And the winner by KO... ALEC PETERS, 4-4-0, 2-2-5
12186, And the winner by KO... LINCOLN BELL, 3-1-2, 2-5-0
12187, And the winner by KO... MARSHALL POWELL, 1-1-2, 4-3-0
12188, And the winner by KO... OSVALDO PIERCE, 3-2-0, 6-2-2
12189, It's a Draw!!, 0-2-2, 3-1-2
12190, And the winner by KO... ABRAM EMMICK, 4-3-1, 4-4-2
12191, And the winner by KO... SANFORD HARRISON, 2-3-2, 5-5-1
12192, And the winner by KO... MORGAN KENNEDY, 3-3-0, 4-2-2
12193, And the winner by KO... TYLER ELLIOTT, 2-8-0, 3-7-2
12194, And the winner by KO... JORDAN BURKE, 4-1-1, 1-4-1
12195, And the winner by KO... PETE LEWIS, 5-2-2, 2-4-1
12196, It's a Draw!!, 2-2-2, 3-1-1
12197, And the winner by KO... JACKSON EDWARDS, 1-3-1, 2-4-1
12198, And the winner by KO... MASON PALMER, 1-2-1, 8-4-1
12199, And the winner by KO... ZACHARY RAY, 5-3-2, 2-1-1
12200, And the winner by KO... VICENTE FREEMAN, 3-1-5, 2-1-2
12201, It's a Draw!!, 0-4-1, 2-3-2
12202, And the winner by KO... SERGIO MORENO, 3-2-4, 2-1-2
12203, And the winner by KO... ANTOINE WALTERS, 2-5-1, 4-3-1
12204, And the winner by KO... ABRAM EMMICK, 5-4-2, 3-1-2
12205, And the winner by KO... PATRICIA BELL, 2-4-2, 4-2-1
12206, And the winner by KO... CLAUD HALL, 3-2-1, 0-5-0
12207, It's a Draw!!, 0-3-1, 2-1-2
12208, And the winner by KO... GINO WATSON, 4-3-2, 2-2-1
12209, And the winner by KO... BILLY WOODS, 6-2-1, 2-1-2
12210, And the winner by KO... DARNELL MONTGOMERY, 2-2-0, 3-1-0
12211, And the winner by KO... HARRISON PERRY, 5-4-1, 2-4-0
12212, And the winner by KO... LONNIE GARCIA, 3-4-0, 1-2-2
12213, And the winner by KO... DALTON CARR, 1-0-0, 3-1-2
12214, And the winner by KO... DANIAL ADAMS, 4-6-0, 1-4-1
12215, It's a Draw!!, 0-2-3, 3-2-2
12216, And the winner by KO... DARRICK DIMERY, 4-1-1, 4-3-0
12217, And the winner by KO... NEAL GOMEZ, 1-3-1, 6-2-0
12218, And the winner by KO... JOHNATHAN BENNETT, 3-3-0, 2-0-0
12219, And the winner by KO... TREVOR FILICE, 4-4-0, 1-5-2
12220, And the winner by KO... AMADO ALVAREZ, 3-5-0, 5-3-2
12221, And the winner by KO... JON WILLIAMS, 3-3-1, 5-1-1
12222, And the winner by KO... FELIX LANE, 3-3-1, 6-2-1
12223, And the winner by KO... RODRICK DENA, 5-5-1, 0-3-3
12224, And the winner by KO... JEREMIAH OWENS, 4-3-1, 2-0-2
12225, And the winner by KO... TIMMY ALVAREZ, 5-3-1, 0-3-1
12226, And the winner by KO... OLLIE HERRERA, 4-3-2, 3-4-0
12227, And the winner by KO... MAC LAWRENCE, 3-1-3, 2-3-5
12228, It's a Draw!!, 1-4-3, 3-1-3
12229, And the winner by KO... ARNOLDO STANLEY, 3-0-0, 5-4-1
12230, And the winner by KO... PHILIP PEREZ, 7-4-1, 2-4-2
12231, And the winner by KO... LAUREN JORDAN, 5-2-1, 1-3-3
12232, And the winner by KO... MASON PALMER, 9-4-1, 0-2-2
12233, And the winner by KO... PRINCE DELPINO, 2-6-2, 6-4-2
12234, And the winner by KO... JARRED HOWARD, 2-2-0, 3-4-2
12235, And the winner by KO... DELMER DELUCCA, 1-1-0, 4-1-3
12236, And the winner by KO... PETE LEWIS, 2-5-0, 6-2-2
12237, And the winner by KO... GREGORY SCOTT, 3-2-3, 1-3-0
12238, And the winner by KO... NORBERTO MASON, 5-3-2, 3-3-3
12239, And the winner by KO... CEDRICK DAVIDSON, 3-1-1, 4-6-3
12240, It's a Draw!!, 3-0-3, 3-4-3
12241, It's a Draw!!, 5-2-3, 2-1-1
12242, And the winner by KO... SANTOS EKKER, 3-5-1, 5-3-0
12243, It's a Draw!!, 5-1-3, 0-3-1
12244, And the winner by KO... RAMIRO DEVEAUX, 2-4-0, 8-4-3
12245, It's a Draw!!, 5-2-1, 3-1-3
12246, It's a Draw!!, 2-3-3, 1-4-3
12247, And the winner by KO... ZACHARY BOYD, 4-1-0, 5-4-2
12248, It's a Draw!!, 0-1-1, 2-1-2
12249, It's a Draw!!, 2-4-2, 2-3-2
12250, And the winner by KO... KAREEM CRAWFORD, 3-5-2, 6-1-3
12251, And the winner by KO... MOHAMMED STONE, 4-4-1, 3-4-0
12252, And the winner by KO... THOMAS MCCOY, 4-3-1, 2-1-1
12253, And the winner by KO... DUNCAN HARRISON, 3-2-0, 2-2-1
12254, It's a Draw!!, 2-6-1, 2-1-1
12255, And the winner by KO... JEFFERY BROOKS, 2-3-1, 4-2-3
12256, And the winner by KO... CHARLIE WELCH, 4-4-1, 5-3-0
12257, And the winner by KO... RANDALL MURRAY, 3-5-0, 3-2-0
12258, And the winner by KO... THAD RICHARDSON, 2-3-0, 2-4-1
12259, And the winner by KO... MIQUEL FLORES, 2-3-1, 4-2-1
12260, And the winner by KO... ELVIN GOMEZ, 4-1-0, 3-2-1
12261, And the winner by KO... ALEC BRADLEY, 3-2-2, 3-2-0
12262, And the winner by KO... JESSIE EMMICK, 3-3-0, 4-2-3
12263, And the winner by KO... LEON RAMOS, 4-2-2, 3-4-1
12264, It's a Draw!!, 1-0-2, 4-0-1
12265, It's a Draw!!, 2-6-2, 3-2-4
12266, And the winner by KO... JOSHUA DIAZ, 3-4-1, 2-5-0
12267, And the winner by KO... CHI STEPHENS, 2-3-0, 3-5-1
12268, And the winner by KO... EFRAIN ELLIS, 0-3-2, 1-3-1
12269, And the winner by KO... TIMOTHY THOMAS, 3-2-1, 4-1-1
12270, And the winner by KO... GROVER GARRETT, 2-3-2, 1-4-2
12271, And the winner by KO... PRINCE SPENCER, 2-1-3, 4-3-2
12272, It's a Draw!!, 1-1-1, 2-0-1
12273, And the winner by KO... ISIDRO MASON, 4-7-2, 4-3-0
12274, And the winner by KO... DAMIEN MONTGOMERY, 2-3-1, 1-1-2
12275, And the winner by KO... WINFRED EGGLETON, 6-5-0, 3-4-2
12276, And the winner by KO... VICENTE HARVEY, 1-1-0, 5-3-2
12277, And the winner by KO... JON JORDAN, 3-5-0, 6-2-3
12278, And the winner by KO... ADRIAN SNYDER, 4-1-1, 2-3-1
12279, And the winner by KO... BRITT WADE, 6-3-1, 6-1-2
12280, And the winner by KO... WILTON FULLER, 1-3-0, 1-3-2
12281, It's a Draw!!, 5-3-1, 2-3-1
12282, And the winner by KO... ROLF GILBERT, 4-4-1, 3-1-1
12283, And the winner by KO... RONNIE STEWART, 5-3-0, 0-5-0
12284, And the winner by KO... JED PERRY, 7-4-0, 4-3-0
12285, And the winner by KO... MAX LEE, 5-3-0, 2-5-0
12286, And the winner by KO... WILMER SULLIVAN, 3-5-2, 5-3-1
12287, And the winner by KO... TERRANCE BURKE, 2-1-0, 2-4-0
12288, And the winner by KO... CLETUS MONTGOMERY, 5-3-3, 3-3-1
12289, And the winner by KO... GREGORY HENDERSON, 5-3-1, 2-2-2
12290, It's a Draw!!, 0-2-3, 3-5-2
12291, And the winner by KO... KOREY CHAVEZ, 2-4-1, 3-1-1
12292, And the winner by KO... SALVATORE CARROLL, 2-2-1, 0-3-1
12293, And the winner by KO... EMMANUEL MARSHALL, 3-2-1, 3-1-0
12294, And the winner by KO... GENARO DEVALLE, 2-5-1, 3-2-0
12295, And the winner by KO... ROLLAND GRIFFIN, 4-5-3, 3-6-0
12296, And the winner by KO... DEL ROSE, 3-1-2, 2-2-1
12297, And the winner by KO... ERIC WOOD, 2-1-1, 2-2-1
12298, It's a Draw!!, 4-1-2, 3-3-2
12299, And the winner by KO... WILLARD MATTHEWS, 5-0-1, 2-4-2
